Lokalisering	Avtalenavn	Elements 	Tilstandsgrad	Startdato	Sluttdato	Utleier	Utleier kategori	Hjemmelshaver	Status	Poststed	Adresselinje 1	Lok: Distrikt	Lok: Område	Type lokasjon	Areal	Antall godkjente plasser	Målgruppe	Antall ansatte per kontor/familievernkontor	Adresse og Postnummer 	kommunenavn	Fylke	Matrikkel Gnr	Matrikkel Bnr	Matrikkel Knr	org nr utleier	Areal inkl fellesareal i leiekontrakt (kvm)	Eksklusivt areal i leiekontrakt (kvm) 	Tillegsareal iht addendum (kvm)	Reduksjon iht addendum (kvm)	tomteareal	leieregulering	forlengelse &vilkår	p-plasser	Kontraktsleie ved oppstart (per år)	kontraktsleie ønkning /reduksjon 	Oppstartsdato (KPI-grunnlag) - Gyldig kontrakt 	Kontaktsleie ved oppstart (gyldig kontrakt)	KPI-justert kontraktsleie til okt 2025	Indre vedlikehold	KPI-justert indre vedlikehold	Felleskostnader per år (ved kontraktsinngåelse) 	Brukeravhengige driftskostander - Første driftsår	Indre vedlikehold pr/kvm	Kostnander: kommunale gebyrer og renovasjon	Kost kortleser	Parkeringsleie kr per år	Merverdikompensasjon per år 	Vaktmestertjenester kr per år	Energi til leieobjektet kr per år	Oppvarming pr år	Renhold pr år	Kontantinnskudd kr	Betaling administrativt arbeid Statsbygg	kommentar 						
5924 - Tærudgata 16, 2004 Lillestrøm	Regionkontoret, region øst, kontorlokaler	2023/79992		01.02.2018	31.12.2028	OBOS  / Jernbanegata Lillestrøm AS	2		Aktiv	LILLESTRØM	Tærudgata 16	05 - Øst	11 - Oslo og Viken	Kontor	3955				Tærudgata 16, 2004 Lillestrøm	Lillestrøm		81	2477	3030	992809558	3955	3190	 + 29 kvm			100% av KPI på leie	JA, må vasle utleier om forlengelse min 6 mnd før utløp		8008875 + 25987		01.02.2018	8034862	10280769			1483124 + 8910						1582000													
5946 - Uglevn 1, 1712 Grålum	Østfold  ungdoms- og familiesenter, avdeling Tune	2023/80111		01.01.2006	31.12.2035	Statsbygg	1		Aktiv	GRÅLUM	Uglevn 1	05 - Øst	11 - Oslo og Viken	Formålsbygg	1009	7	Omsorg		Ugleveien 1, 1712 Grålum	Sarpsborg		2066	345 og 451	3105	971278374	1009					80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp		1739000		01.01.2006	1739000	2672600	60000	100265		97000	60											* tilleggsavtale vedr kjøp at tomt for bruk til parkering uteareal. Mangler forlengelse fra 2025.						
4822 - Klokkerhuset	Klokkerhuset	2024/50575 		01.05.2005	31.12.2025	Sykehuset Telemark	2		Aktiv	SKIEN	Ulefossveien 53	04 - Sør	08 - Vestfold og Telemark	Formålsbygg	799	6	Akutt		Ulefossvegen 55, 3730 Skien 	Skien		216	138	4003	983975267	799					100% av KPI på leie	JA, må vasle utleier om forlengelse min 6 mnd før utløp	Etter gjeldende reglement 	729500		01.05.2005	729500	1241492			40000	100000																		
5940 - Ullsvei 16, 1782 Halden	Østfold  ungdoms- og familiesenter - Hybel	2023/80109		01.01.2004	01.01.2099	Stiftelsen Halden Ungdomsboliger - Stiftelsen Halden Ungdomsboliger	2		Aktiv	HALDEN	Ullsvei 16	05 - Øst	11 - Oslo og Viken	Formålsbygg	45	0			Ulls vei 16, 1782 Halden	Halden 		64	226	3101	850568502	ikke oppgitt					100% av KPI på leie	Leieforholdet løpet på ubestemt tid 		56400 - Endres til 60000 fra 01.01.2013		01.01.2013	60000	86777																						
3540 - Familievern Voss	F2 familie - Uttrågata 36	2023/78879-1		01.09.2023	31.08.2028	Aas Eigedom AS	2		Aktiv	VOSS	Uttrågata 36	03 - Vest	05 - Vestland	Familievernkontor	60				Uttrågata 36, 5700 Voss	Voss herad 				4621	965212841	60	30							148296		01.09.2023	148296	158708																						
5106 - Vangsvegen 121, 2318 Hamar	Familievernkontoret Innlandet Øst, avdeling Hamar	2023/79999		15.11.2021	15.11.2031	Vangsvegen 119 AS	2		Aktiv	HAMAR	Vangsvegen 121	05 - Øst	10 - Innlandet	Familievernkontor	805				Vangsvegen 121, 2318 Hamar	Hamar		1	1366	3403	923479899	671					100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp	ikke inkl	922625		15.11.2021	922625	1102222			181172				16776															
5125 - Veslekila 1, 2260 Kirkenær	Kirkenær barnevern- og omsorgssenter - Edda	2023/80045		01.11.2023	01.11.2099	Grue kommune	2		Aktiv	KIRKENÆR	Veslekila 1	05 - Øst	10 - Innlandet	Formålsbygg	308	3	Omsorg		Veslekila 1, 2260 Kirkenær 	Grue		22	135	3226	964948143	Ikke oppgitt					100% av KPI på leie	Leieforholdet løper på ubestemt tid 	Parkeringsplass og garasje med bod	305232		01.11.2023	305232	326664																						
5161 - Veslekila 3A1, 2260 Kirkenær	Kirkenær barnevern og omsorgssenter, leilighet	2023/80116		01.10.2013	01.10.2099	Vestlandske boligstiftelse	2		Aktiv	KIRKENÆR	Veslekila 3A	05 - Øst	10 - Innlandet	Formålsbygg	74	0			Veslekila 3A, 2260 Kirkenær	Grue				3417							100% av KPI på leie 		Biloppstillingsplass 	4907		01.10.2013	4907	7096																						
3524 - Skjoldvegen Fyllingsdalen	F3 barn - Vestlundveien 22a	2023/72740-6		01.01.2024	31.12.2033	Statsbygg	1		Aktiv	FYLLINGSDALEN	Vestlundveien 22a	03 - Vest	05 - Vestland	Formålsbygg	452	3	Omsorg		Vestlundveien 22a, 5145 Fyllingsdalan	Bergen		25	424	4601	971278374	452				1040	100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		513000		01.01.2024	513000	539856	36240	38137		187100	80																	
5947 - Vestrevei 1, 1710 Sarpsborg	Østfold ungdoms- og familisenter - Hybel	2023/80112		01.12.2019	01.01.2099	Vestre vei Eiendom AS	2		Aktiv	SARPSBORG	Vestrevei 1	05 - Øst	11 - Oslo og Viken	Formålsbygg	15	0			Vestrevei 1 1710 Sarpsborg	Sarpsborg		2063	81	3105	987895314	ikke oppgitt					100% av KPI på leie		Parkering: JA	66000		01.12.2019	66000	82619																* Areal iht vedlagte plantegninger - ikke vedlagt						
2327 - Vikhovlia akuttsenter	Vikhovlia akuttsenter	2024/50077		01.05.2024	30.04.2034	Bybroen Bolig AS	2		Aktiv	VIKHAMMER	Vikhovlia 1400	02 - Midt-Norge	03 - Trøndelag	Formålsbygg	1280	6	Akutt		Vikhovlia 1400, 7560 Vikhammer	Malvik		5	397	5031	979674562	1280					100% av KPI på leie			1836000		01.05.2024	1836000	1906086			153600													*admin gebyt på 3% i tillegg til felleskost						
2410 - Familievern-kontoret i Kristiansund	Familievern-kontoret i Kristiansund	2008/1760 og 2016/54037		15.09.2018	15.09.2028	Plan AS	2		Aktiv	KRISTIANSUND N	Vågeveien 10	02 - Midt-Norge	04 - Møre og Romsdal	Familievernkontor	421				Vågeveien 10, 6509 Kristiansund	Kristiansund  		6	472	1505	967078875	421					100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp	ikke inkl p-plasser	621000	økning 42100	15.09.2018	621000	794582																						
4911 - Erik Børresen	Erik Børresen	2024/50574		01.01.2004	30.06.2027	Stiftelsen Erik Børresen	2		Aktiv	DRAMMEN	Wildhagensvei 17	04 - Sør	09 - Viken - Sørvest	Formålsbygg	1430	0	BFS		Wildhagens vei 17, 3019 Drammen 	Drammen		114	1307	3005	979654383	1430				9000	100% av KIP på vedlikehold, driftskostander og administrativt arbeid	JA, gitt visse vilkår		700000 (i 2021)		01.01.2021	700000	836261	204750 (fra 2003)	351906		23400 (fra 2003)											45500 (fra 2003)							
1222 - KUS SKM, psykologspesialist Kirkenes	KUS SKM Kirkenes	2024/56331		01.08.2024	01.08.2099	International Barents Secretariat	2		Aktiv	KIRKENES	Wiulls gate 3	01 - Nord	02 - Troms og Finnmark	Kontor	10				Wiulls gate 3, 9900 Kirkenes	Sør-Varanger		27	8 (Snr 35 og 148)	5605	992910801	8					100% av KPI på leie	Leieforholdet løper på ubestemt tid 		78000		01.08.2024	78000	80977																						
5932 - Østheimveien 14, 1630 Gamle Fredrikstad	Behandlingssenter Akershus_Østfold, avdeling Østheim	2023/80103		02.01.2012	01.01.2099	Stiftelsen Østheim og statsbygg	2		Aktiv	GAMLE FREDRIKSTAD	Østheimveien 14	05 - Øst	11 - Oslo og Viken	Formålsbygg	450	3	Akutt adferd		Østheimveien 14, 1630 Gamle Fredrikstad 	Fredrikstad 		303	1219	3107	955239784	ikke oppgitt					100% av KPI på leie			110400		02.01.2012	110400	163072						Betales av leietaker - ikke definert beløp. 																
2315 - Viktoria familiesenter	Viktoria familiesenter	2008/14025 og 2013/70920		07.01.2008	30.06.2028	Statsbygg	1		Aktiv	TRONDHEIM	Østmarkveien 26 D/E	02 - Midt-Norge	03 - Trøndelag	Formålsbygg	920	0	BFS		Østmarkveien 26 D/E, 7040 Trondheim	Trondheim		413	125	5001	971278374	920					80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp		856524	økes med 77000 fra 1/1-2023	07.01.2008	856524	1376426	59220	95067		127000	64																	
2315 - Viktoria familiesenter	Tilleggskontrakt Viktoria	2008/14025-22		01.01.2013	30.06.2028	Statsbygg	1		Aktiv	TRONDHEIM	Østmarkveien 26 D/E	02 - Midt-Norge	03 - Trøndelag	Formålsbygg	0	0			Østmarkveien 26 D/E, 7040 Trondheim	Trondheim		413	125	5001	971278374	260										01.01.2013	77000	inkludert i hovedkontrakt				70000												* midlertidige brakker som skal demonteres. Leie + 7%i adm. Gebyr og sikringsgebyr.						
5117 - Øverbyvegen 88 -104, 2825 Gjøvik	Innlandet barnevernsenter	2023/80043		01.01.2009	31.12.2029	Statsbygg	1		Aktiv	GJØVIK	Øverbyveien 104	05 - Øst	10 - Innlandet	Formålsbygg	3780	20	Akutt, omsorg og behandling lav		Øverbyvegen 88 til 107, 2819 Gjøvik	Gjøvik 		73	32	3407	971278374	3778					80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp				01.01.2009	3815760	5515100	226686	352877		755620	60																	
5931 - Åsaveien 662, 3512 Hønefoss	Ringerike omsorgssenter, avdeling Solstrand	2023/80013		01.01.2024	31.12.2026	Statsbygg	1		Aktiv	HØNEFOSS	Åsaveien 662	05 - Øst	11 - Oslo og Viken	Formålsbygg	489				Åsaveien 662, 3512 Hønefoss	Ringerike		27	27	3305	971278374	489					80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp		318000		01.01.2024	318000	330342	29340	30876		44010	60																	
2342 - Åsvangveien 2A	Åsvangveien 2A - Trøndelag Behandlingssenter Moholt	2013/70919-48		01.03.2022	28.02.2027	Stiftelsen kirkens bymisjon i Trøndelag	2		Aktiv	TRONDHEIM	Åsvangveien 2A	02 - Midt-Norge	03 - Trøndelag	Formålsbygg	344	3	Behandling høy		Åsvangvegen 2A, 7049 Trondheim	Trondheim		53	274	5001	971543884	344					100% av KPI på leie	JA, må vasle utleier om forlengelse min 6 mnd før utløp	inkl 2 p-plasser	720000		01.03.2022	720000	813224			Dekkes, ikke spesifisert			37272																
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
