Lokalisering	Avtalenavn	Elements 	Tilstandsgrad	Startdato	Sluttdato	Utleier	Utleier kategori	Hjemmelshaver	Status	Poststed	Adresselinje 1	Lok: Distrikt	Lok: Område	Type lokasjon	Areal	Antall godkjente plasser	Målgruppe	Antall ansatte per kontor/familievernkontor	Adresse og Postnummer 	kommunenavn	Fylke	Matrikkel Gnr	Matrikkel Bnr	Matrikkel Knr	org nr utleier	Areal inkl fellesareal i leiekontrakt (kvm)	Eksklusivt areal i leiekontrakt (kvm) 	Tillegsareal iht addendum (kvm)	Reduksjon iht addendum (kvm)	tomteareal	leieregulering	forlengelse &vilkår	p-plasser	Kontraktsleie ved oppstart (per år)	kontraktsleie ønkning /reduksjon 	Oppstartsdato (KPI-grunnlag) - Gyldig kontrakt 	Kontaktsleie ved oppstart (gyldig kontrakt)	KPI-justert kontraktsleie til okt 2025	Indre vedlikehold	KPI-justert indre vedlikehold	Felleskostnader per år (ved kontraktsinngåelse) 	Brukeravhengige driftskostander - Første driftsår	Indre vedlikehold pr/kvm	Kostnander: kommunale gebyrer og renovasjon	Kost kortleser	Parkeringsleie kr per år	Merverdikompensasjon per år 	Vaktmestertjenester kr per år	Energi til leieobjektet kr per år	Oppvarming pr år	Renhold pr år	Kontantinnskudd kr	Betaling administrativt arbeid Statsbygg	kommentar 						
4814 - Teigen	Teigen	2024/50756-1		01.01.2004	31.12.2033	Statsbygg	1		Aktiv	SANDEFJORD	Teigenveien 415	04 - Sør	08 - Vestfold og Telemark	Formålsbygg	608	4	Rus		Teigenveien 110, 3175 Sandefjord	Sandefjord		420	113	3804	971278374	608				2152	100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		611000		01.01.2024	611000	643444	48640	51223		48000	80																	
3613 - Tinnbo Alta	Bufetat - Tinnbo Alta	2023/73255-4		01.01.2020	31.12.2029	Alta kommune	2		Aktiv	ALTA	Tinnbo	03 - Vest	06 - Rogaland	Formålsbygg	550	4	Akutt		Tinnbo, 9510 Alta 	Alta		31	1150	5403	964951462	550					100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		811900		01.01.2020	811900	1003847			151250																			
0 - Tiurveien 110, 2030 Nannestad	Nannestad barne- og familiesenter, avdeling Tiurstua			15.01.2019	14.01.2099	Ørud Eiendom AS	2		Aktiv	NANNESTAD	Tiurveien 1	05 - Øst	11 - Oslo og Viken	Formålsbygg	183				Tiurveien 110, 2030 Nannestad 	Nannestad 		12	4	3226	925000671	183	168				100% av KPI på leie	Leieforholdet løpet på ubestemt tid 		172800		15.01.2019	172800	216339																						
5104 - Tollbugata 110, 0152 Oslo	Familievernkontoret Christiania (Tollbugata)			15.01.2025	15.01.2035	Tollbugata 110 AS	2		Aktiv	OSLO	Tollbugata 1	05 - Øst	11 - Oslo og Viken	Familievernkontor	1530				Tollbugata 110, 0153 Oslo 	Oslo 		8	2	301	984042571	1530	1150				100% av KPI på leie		ikke inkl 	4500000		15.01.2025	4500000	4500000				535500					795600													
2409 - Torget 110	Torget 110	2016/52853-2		01.12.2016	30.11.2026	Nilsen Eiendom AS	2		Aktiv	KRISTIANSUND N	Torget 1	02 - Midt-Norge	04 - Møre og Romsdal	Familievernkontor	268				Torget 110, 6509 Kristiansund	Kristiansund		1	2	1505	971278374	268					100% av KPI på leie	JA, må vasle utleier om forlengelse min 6 mnd før utløp	Fri parkering på eiendommen 	402000		01.12.2016	402000	537953			75000																			
2327 - Trondheim Akuttsenter	Trondheim Akuttsenter tilleggsavtale 2, ombygging hovedhus	2020/54125		01.01.2023	31.12.2033	Lilleaasgården Moss AS	2		Aktiv	TRONDHEIM	Trondheimsveien 2	02 - Midt-Norge	03 - Trøndelag	Formålsbygg	0	0			Fredlyvegen 2 og 4, 7058 Trondheim	Trondheim		201	20	5001	921679092	se hovedkontrakt 					se hovedavtale	inkludert i hovedkontrakt 		se hovedkontrakt 		01.01.2023	se hovedkontrakt 	inkludert i hovedkontrakt 																						
2327 - Trondheim Akuttsenter	Trondheim Akuttsenter tilleggsavtale 1, administrasjonsfløy	2020/54125		01.08.2021	31.12.2033	Lilleaasgården Moss AS	2		Aktiv	TRONDHEIM	Trondheimsveien 2	02 - Midt-Norge	03 - Trøndelag	Formålsbygg	1550				Fredlyvegen 2 og 4, 7058 Trondheim	Trondheim		201	20	5001	921679092	se hovedkontrakt 					se hovedavtale	inkludert i hovedkontrakt 		se hovedkontrakt 		01.08.2021	se hovedkontrakt 	inkludert i hovedkontrakt 																						
2327 - Trondheim Akuttsenter	Trondheim Akuttsenter	2020/54125		01.01.2024	31.12.2033	Lilleaasgården Moss AS	2		Aktiv	TRONDHEIM	Trondheimsveien 2	02 - Midt-Norge	03 - Trøndelag	Formålsbygg	1550	6	Akutt		Fredlyvegen 2 og 4, 7058 Trondheim	Trondheim		201	20	5001	921679092	1550					100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp	inkl 5 faste p-plasser 	2800000		01.01.2024	2800000	2947119	124000	130522		480000	80																	
4908 - Tun	Tun	2019/51834-11		01.08.2020	31.07.2025	Grue kommune	2		Aktiv	HOKKSUND	Tunsveien 1	04 - Sør	09 - Viken - Sørvest	Formålsbygg	385	3	EMA		Hansbakken 17, 33 Hokksund	Øvre Eiker 		78	23	3311	964948143	385					100% av KPI på leie	JA, rett til forlengelse på 12 mnd 	inkl p-plasser på egen tomt og garasje	392388		01.08.2020	392388	484965																						
5922 - Tønnevolds gate 110, 4877 Grimstad	Familievernkontoret Aust-Agder, avdeling Grimstad	2023/80003		01.11.2016	31.10.2026	Hovden utbyggings- og eiendomsselskap	2		Aktiv	GRIMSTAD	Tønnevolds gate 1	05 - Øst	10 - Innlandet	Familievernkontor	319				Tønnevoldsgate 110, 4877 Grimstad 	Grimstad 		11	76	4202	925230731	319	259				100% av KPI på leie	JA, må vasle utleier om forlengelse min 6 mnd før utløp	inkl asfaltert p-plass for 4 biler på eiendommen. 	415220		01.11.2016	415220	541270			72636						295505													
2340 - U3 Levanger	U3 Levanger	2018/59800		01.10.2018	30.09.2028	Bomveien 3 ANS	2		Aktiv	LEVANGER	U3 Levanger	02 - Midt-Norge	03 - Trøndelag	Formålsbygg	31	0			Sorenskriverens vei 1, 7600 Levanger	Levanger 		315	164 og 165	5037	994241451	31	29				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp	inkl 2 p-plasser	37000		01.10.2018	37000	46320			3100																			
4803 - Ulefoss	Ulefoss	2024/50742-1		01.01.2004	31.12.2033	Statsbygg	1		Aktiv	ULEFOSS	Ulefossveien 1	04 - Sør	08 - Vestfold og Telemark	Formålsbygg	1070	6	Rus		Sandbakken 177, 3810 Gvarv	Nome 		107	2	4001	971278374	1152				3180	100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		842000		01.11.2020	842000	1039871	85600	105716		59500	80																	
4716 - Ungdomshjemmet  Hovden	Ungdomshjemmet Hovden - Hovdenveien	2024/54048		01.09.2023	01.09.2033	Ulna AS	2		Aktiv	HOVDEN	Ungdomshjemmet 1	04 - Sør	07 - Agder	Formålsbygg	1200	1	Behandling høy		Hovdenveien 159, 4850 Bykle	Bykle 		13	239	4215	933314862	360	335				100% av KPI på leie 	JA, må vasle utleier om forlengelse min 12 mnd før utløp	Inkl parkering. 	336000		01.09.2023	336000	359592																* Kontraktsleie er oppgitt melllom 1020000 og 336000						
4717 - Ungdomshjemmet Valle	Ungdomshjemmet Valle - Valleveien	2024/50751-1		26.08.2024	26.08.2034	Statsbygg	1		Aktiv	VALLE	Ungdomshjemmet 2	04 - Sør	07 - Agder	Formålsbygg	611	6	Omsorg		Valleveien 15, 4747 Valle	Valle 		10	239	4221	971278374	608				2313	100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		1200000		26.08.2024	1200000	1245808	48640	50493		48000	80																	
2332 - Familievern-kontoret i Verdal	FVK Verdal tilleggstavtale	2017/56614-2		01.03.2018	28.02.2028	AS Terminalbygg	2		Aktiv	VERDAL	Verdal jernbanestasjon	02 - Midt-Norge	03 - Trøndelag	Familievernkontor	208				Jernbanegata 10, 7650 Verdal	Verdal		11	76	1577	936488889	208	182				100% av KPI på leie			291200		01.03.2018	291200	371600			25000																			
2332 - Familievern-kontoret i Verdal	Inntaksenhet og MST-base Nord-Trøndelag	2016/51381		01.01.2017	31.12.2026	Sandsgård DA c/o Seabrokers Eiendom AS	2		Aktiv	VERDAL	Verdal jernbanestasjon	02 - Midt-Norge	03 - Trøndelag	Kontor	3114				Jernbanegata 10, 7650 Verdal	Verdal 		39	183	1108	991583998	2831	2514				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		3650000		01.01.2017	3650000	4907152			347712																			
2332 - Familievern-kontoret i Verdal	Familievern-kontoret i Verdal	2019/52306-12		04.01.2021	31.03.2031	Østenjøveien 32 AS	2		Aktiv	VERDAL	Verdal jernbanestasjon	02 - Midt-Norge	03 - Trøndelag	Familievernkontor	1975				Jernbanegata 10, 7650 Verdal	Verdal		158	18	301	917307040	1975	1732				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		4509425		04.01.2021	4509425	5387431			716180																			
5923 - Vestsideveien 110, 3403 Lier	Akershus ungdoms- og familiesenter, avdeling Frydenhaug	2023/80011		01.01.2019	30.12.2028	Statsbygg	1		Aktiv	LIER	Vestsideveien 1	05 - Øst	11 - Oslo og Viken	Formålsbygg	1020	6	Rus		Vestsideveien 110, 3403 Lier	Lier 		7	28	3049	971278374	1020				3114	80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp		712000		01.01.2024	712000	749271	62520	65795		25500	60																	
2326 - Veståsen ungdomshjem (oppsagt)	Veståsen ungdomshjem (Løpende avtale)	2011/54641 og 2013/70624		10.01.2011		Kulbrandstad, Nils Karl	2		Aktiv	STJØRDAL	Veståsen	02 - Midt-Norge	03 - Trøndelag	Formålsbygg	1116	7	Omsorg		Låndalsvegen 110, 7500 Stjørdal	Stjørdal		52	8 og 32	1508	997296591	1116					100% av KPI på leie			1564258		10.01.2011	1564258	2325429																						
5105 - Vitaminveien 4B, 0485 Oslo	Familievernkontoret Oslo Vest			01.03.2018	28.02.2028	Vital Eiendom AS	2		Aktiv	OSLO	Vitaminveien 4B	05 - Øst	11 - Oslo og Viken	Familievernkontor	1356				Vitaminveien 4B, 0485 Oslo 	Oslo 		80	2	301	940417171	1356	1120				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp	inkl 5 faste p-plasser 	3250000		01.03.2018	3250000	4150264			435600					125000	395640													
4909 - Vollen	Vollen	2019/51834-5		01.01.2004	31.12.2026	Sørumsgata 110 AS	2		Aktiv	VOLLEN	Vollenveien 1	04 - Sør	09 - Viken - Sørvest	Formålsbygg	1154	4	Akutt		Vollenveien 110, 1390 Vollen	Asker 		19	2	3203	917471355	1154					100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp	inkl asfaltert p-plass på eiendommen 	826000		01.01.2017	826000	1111617																						
4819 - Våle	Våle	2010/51992-15		01.07.2012	31.12.2032	Statsbygg	1		Aktiv	VÅLE	Våleveien 1	04 - Sør	08 - Vestfold og Telemark	Formålsbygg	881	0	BFS		Våleveien 370, 3178 Våle	Tønsberg 		121	17	3901	971278374	1455					80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp		606000		01.07.2012	606000	852671	51960	73248		77940	60																	
3526 - Årstad barne- og familiesenter	F2 foreldre/barn - Årstadveien 17	2005/7670-13		01.01.2006	31.12.2030	Statsbygg	1		Aktiv	BERGEN	Årstadveien 17	03 - Vest	05 - Vestland	Formålsbygg	1550	0	BFS		Årstadveien 17 og 19, 5009 Bergen	Bergen 		188	62	4601	971278374	1550				5614	80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp		1249000		01.01.2024	1249000	1314436	84520	88961		246300	60																	
3526 - Årstad barne- og familiesenter	Hovedkontor region vest - Årstadveien 17	2013/70411-1		01.01.2024	31.12.2033	Statsbygg	1		Aktiv	BERGEN	Årstadveien 17	03 - Vest	05 - Vestland	Kontor	2034				Årstadveien 17 og 19, 5009 Bergen	Bergen 		188	62	4601	971278374	2034	1891				100% av KPI på leie	JA, må vasle utleier om forlengelse min 9 mnd før utløp		3057000		01.01.2024	3057000	3217119	124000	130522		480000	80																	
5924 - Østre Aker vei 31, 0581 Oslo	Familievernkontoret Oslo Nord (Østre Aker vei)	2023/80004		03.01.2019	28.02.2034	Østre Aker vei 31 AS	2		Aktiv	OSLO	Østre Aker vei 31	05 - Øst	11 - Oslo og Viken	Familievernkontor	711				Østre Aker vei 31, 0581 Oslo 	Oslo 		122	2	301	985986789	711	554				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp	inkl 5 faste p-plasser 	1532205		03.01.2019	1532205	1918021			249000						105939													
4911 - Øverby	Øverby	2013/60427-43		01.11.2015	31.12.2028	Statsbygg	1		Aktiv	GJØVIK	Øverbyveien 1	04 - Sør	09 - Viken - Sørvest	Formålsbygg	1667	4	Rus		Øverbyveien 110, 2819 Gjøvik	Gjøvik		99	2	3407	971278374	1497				2311	80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp		1290000		01.01.2004	1290000	1981143	77280	118648		115920	60																	
5925 - Øvregata 110, 3110 Tønsberg	Familievernkontoret Vestfold, avdeling Tønsberg	2023/80007		02.01.2018	31.12.2027	Øvregaten 110 AS	2		Aktiv	TØNSBERG	Øvregaten 2	05 - Øst	11 - Oslo og Viken	Familievernkontor	901				Øvregata 110, 3110 Tønsberg 	Tønsberg 		1012	71	3803	915792472	901	819				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp	inkl asfaltert p-plass for 4 biler på eiendommen. 	1216350		02.01.2018	1216350	1556403			135160																			
4820 - Øvregata	Øvregata	2010/51992-15		01.07.2012	31.12.2032	Statsbygg	1		Aktiv	TØNSBERG	Øvregata 110	04 - Sør	08 - Vestfold og Telemark	Formålsbygg	881	0	BFS		Øvregata 110, 3110 Tønsberg	Tønsberg 		1012	71	3803	971278374	1455					80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp		606000		01.07.2012	606000	852671	51960	73248		77940	60																	
6011 - Furene 8	Ålesund-Volda fvk - avdeling Volda			01.03.2017	01.03.2027	Statsbygg	1		Aktiv	ÅLESUND	Furene 8	02 - Midt-Norge	04 - Møre og Romsdal	Familievernkontor	0				Furene 8, 6105 Volda	Volda		11	76	1577	971278374	se hovedkontrakt 								se hovedkontrakt 		01.03.2017	se hovedkontrakt 	inkludert i hovedkontrakt 																* hente ut forlengelse av leieavtalte.						
3535 - Bodø ungdomssenter avd Åkerhåjen	F4 ungdom - Åkerhåjen 20	2007/16716-43		01.01.2007	31.12.2026	Statsbygg	1		Aktiv	MO I RANA	Åkerhåjen 20	01 - Nord	01 - Nordland	Formålsbygg	0	0			Brennstadmoen 23 og Åkerhåjen 20, 8614 Mo i Rana	Rana		131	827 og 832	1833	971278374	se hovedkontrakt (131)					100% av KPI på leie	JA, må vasle utleier om forlengelse min 9 mnd før utløp		se hovedavtale 		01.01.2007	se hovedavtale 	inkludert i hovedkontrakt 																						
6126 - Bufdir Årstad 	Bufdir Årstad 			01.01.2024	31.12.2024	Årstad Eiendom AS	2		Aktiv	BERGEN	Årstadveien 17	06 - Bufdir	12 - Bufdir	Kontor	1550				Årstadveien 17 og 19, 5009 Bergen	Bergen 		188	62	4601	984042571	1530	1150				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		4500000		01.01.2024	4500000	4786419			542500																			
6126 - Bufdir Årstad 	Bufdir Årstad 			01.01.2025	31.12.2025	Årstad Eiendom AS	2		Aktiv	BERGEN	Årstadveien 17	06 - Bufdir	12 - Bufdir	Kontor	1550				Årstadveien 17 og 19, 5009 Bergen	Bergen 		188	62	4601	984042571	1530	1150				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		4500000		01.01.2025	4500000	4500000				535500					795600													
6126 - Bufdir Årstad 	Bufdir Årstad 			01.01.2026	31.12.2026	Årstad Eiendom AS	2		Aktiv	BERGEN	Årstadveien 17	06 - Bufdir	12 - Bufdir	Kontor	1550				Årstadveien 17 og 19, 5009 Bergen	Bergen 		188	62	4601	984042571	1530	1150				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		4500000		01.01.2026	4500000	4500000				535500					795600													
6126 - Bufdir Årstad 	Bufdir Årstad 			01.01.2027	31.12.2027	Årstad Eiendom AS	2		Aktiv	BERGEN	Årstadveien 17	06 - Bufdir	12 - Bufdir	Kontor	1550				Årstadveien 17 og 19, 5009 Bergen	Bergen 		188	62	4601	984042571	1530	1150				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		4500000		01.01.2027	4500000	4500000				535500					795600													
6126 - Bufdir Årstad 	Bufdir Årstad 			01.01.2028	31.12.2028	Årstad Eiendom AS	2		Aktiv	BERGEN	Årstadveien 17	06 - Bufdir	12 - Bufdir	Kontor	1550				Årstadveien 17 og 19, 5009 Bergen	Bergen 		188	62	4601	984042571	1530	1150				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		4500000		01.01.2028	4500000	4500000				535500					795600													
6126 - Bufdir Årstad 	Bufdir Årstad 			01.01.2029	31.12.2029	Årstad Eiendom AS	2		Aktiv	BERGEN	Årstadveien 17	06 - Bufdir	12 - Bufdir	Kontor	1550				Årstadveien 17 og 19, 5009 Bergen	Bergen 		188	62	4601	984042571	1530	1150				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		4500000		01.01.2029	4500000	4500000				535500					795600													
6126 - Bufdir Årstad 	Bufdir Årstad 			01.01.2030	31.12.2030	Årstad Eiendom AS	2		Aktiv	BERGEN	Årstadveien 17	06 - Bufdir	12 - Bufdir	Kontor	1550				Årstadveien 17 og 19, 5009 Bergen	Bergen 		188	62	4601	984042571	1530	1150				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		4500000		01.01.2030	4500000	4500000				535500					795600													
6126 - Bufdir Årstad 	Bufdir Årstad 			01.01.2031	31.12.2031	Årstad Eiendom AS	2		Aktiv	BERGEN	Årstadveien 17	06 - Bufdir	12 - Bufdir	Kontor	1550				Årstadveien 17 og 19, 5009 Bergen	Bergen 		188	62	4601	984042571	1530	1150				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		4500000		01.01.2031	4500000	4500000				535500					795600													
6126 - Bufdir Årstad 	Bufdir Årstad 			01.01.2032	31.12.2032	Årstad Eiendom AS	2		Aktiv	BERGEN	Årstadveien 17	06 - Bufdir	12 - Bufdir	Kontor	1550				Årstadveien 17 og 19, 5009 Bergen	Bergen 		188	62	4601	984042571	1530	1150				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		4500000		01.01.2032	4500000	4500000				535500					795600													
